0,23.10,23.11,23.11,23.26
1,23.10,22.90,23.11,23.26
2,23.10,23.11,22.80,23.26
3,22.78,23.11,23.11,23.26
4,23.10,22.79,23.11,23.26
5,22.99,23.11,23.11,23.26
6,23.10,23.11,23.11,23.26
7,22.99,23.11,23.01,23.26
8,22.99,23.11,23.11,23.04
9,23.10,23.11,23.11,23.26
10,23.10,22.69,23.11,23.15
11,22.89,23.00,23.11,23.15
12,23.10,23.00,22.80,23.15
13,23.10,23.00,23.11,23.15
14,22.46,23.11,23.01,22.72
15,23.10,23.00,23.01,23.04
16,23.10,23.00,23.01,22.62
17,22.89,23.00,22.80,23.04
18,23.10,23.11,22.59,23.04
19,23.10,23.11,22.90,23.04
20,23.10,23.00,23.01,23.04
21,23.10,23.11,22.69,23.04
22,22.78,23.22,23.01,23.04
23,23.10,23.22,23.01,23.04
24,22.99,23.22,23.01,23.15
25,23.10,23.22,23.11,23.04
26,22.99,23.22,23.11,22.83
27,23.20,23.22,23.11,23.04
28,23.20,23.22,23.01,23.26
29,23.20,23.22,23.11,23.26
30,22.78,23.22,23.11,23.26
31,23.20,23.22,23.11,23.26
32,23.20,23.22,22.80,23.26
33,22.99,23.00,22.69,23.26
34,23.20,23.22,23.11,23.15
35,23.20,23.22,23.11,23.15
36,23.20,23.32,22.69,23.26
37,23.10,23.22,23.11,23.26
38,23.20,22.79,23.11,23.15
39,23.20,22.79,22.59,23.15
40,23.20,23.22,23.01,23.15
41,23.20,23.22,23.01,23.15
42,23.20,23.22,23.01,23.15
43,23.20,23.22,23.01,23.04
44,22.89,23.22,23.01,23.04
45,23.20,23.22,22.90,23.04
46,22.99,23.22,23.01,23.04
47,23.20,22.79,23.01,23.04
48,23.20,23.22,23.01,23.04
49,23.20,23.22,23.01,23.04
50,22.78,23.32,23.01,22.62
51,22.25,23.32,23.01,22.72
52,23.20,22.79,23.01,22.72
53,23.20,23.32,23.01,22.83
54,23.20,23.32,22.90,22.72
55,23.20,22.90,23.01,23.04
56,23.20,23.32,22.59,22.94
57,22.78,22.90,23.01,23.04
58,23.20,23.32,23.01,22.62
59,23.20,23.32,23.01,22.94
60,22.78,23.32,23.01,22.62
61,22.78,23.22,23.01,22.94
62,23.10,23.32,22.59,22.62
63,23.20,23.32,23.01,22.94
64,23.10,23.22,23.01,22.94
65,23.10,22.58,22.27,22.94
66,22.78,23.11,22.90,22.83
67,23.10,23.00,22.90,22.62
68,23.10,23.00,22.80,22.51
69,22.99,22.90,22.69,22.83
70,23.10,22.79,22.69,22.83
71,22.99,23.00,22.80,22.83
72,23.10,23.00,22.80,22.72
73,22.78,23.00,22.48,22.83
74,22.89,22.79,22.90,22.51
75,22.57,22.69,22.90,22.62
76,22.57,22.90,22.80,22.62
77,22.46,23.00,22.80,22.83
78,22.99,23.00,22.90,22.83
79,22.99,22.90,22.90,22.94
80,22.99,23.11,22.90,22.94
81,23.10,23.11,22.90,22.83
82,22.99,23.00,22.90,22.94
83,22.99,23.22,22.59,23.04
84,22.99,23.22,23.01,22.62
85,22.78,23.22,23.01,23.04
86,22.89,23.22,22.90,23.04
87,22.89,23.22,22.17,22.72
88,23.10,23.22,23.01,23.04
89,23.10,23.00,23.01,22.94
90,23.10,23.22,23.01,22.72
91,22.99,22.90,22.80,23.04
92,22.78,23.22,22.90,22.94
93,22.99,23.22,22.90,22.62
94,23.10,23.11,22.90,22.94
95,22.99,22.79,22.80,22.94
96,22.99,23.11,22.38,22.72
97,22.67,23.11,22.80,22.62
98,22.99,22.69,22.59,22.83
99,22.99,23.11,22.80,22.83
100,22.99,23.11,22.80,22.83
101,22.57,23.11,22.80,22.62
102,22.99,23.11,22.80,22.62
103,22.99,23.11,22.48,22.83
104,22.89,23.11,22.48,22.83
105,22.99,23.00,22.38,22.83
106,22.99,22.90,22.69,22.83
107,23.10,23.11,22.80,22.94
108,22.99,22.79,22.48,22.72
109,22.78,23.11,22.80,22.19
110,22.99,22.90,22.80,22.94
111,22.99,23.22,22.90,22.94
112,22.89,23.11,22.90,22.94
113,22.99,23.22,22.90,22.94
114,23.10,23.22,22.90,22.94
115,22.99,23.11,22.80,22.94
116,23.10,23.22,22.90,23.04
117,22.36,23.22,22.90,22.94
118,23.10,23.00,22.48,22.94
119,23.10,23.22,22.90,22.83
120,22.78,23.22,22.90,22.94
121,23.10,22.58,22.69,22.94
122,23.10,23.22,22.90,22.83
123,23.10,23.22,22.90,22.83
124,22.99,23.22,22.90,22.94
125,22.99,23.22,22.90,22.94
126,23.10,22.90,22.90,22.41
127,23.10,23.11,22.90,22.94
128,22.99,23.11,22.80,22.62
129,23.10,23.00,22.90,22.94
130,22.78,23.22,22.90,22.51
131,22.89,23.22,22.90,22.94
132,22.67,23.22,22.59,22.94
133,23.10,23.22,22.59,22.83
134,22.57,23.22,22.90,22.83
135,22.78,23.32,22.90,22.83
136,22.99,23.32,22.90,23.04
137,22.99,22.90,22.90,23.04
138,22.99,23.32,22.90,22.51
139,22.99,23.00,22.90,22.94
140,22.99,23.32,22.90,22.94
141,22.78,22.90,22.90,23.04
142,22.78,23.22,22.90,22.94
143,22.99,23.22,22.90,22.41
144,22.89,23.11,22.80,22.72
145,22.99,22.90,22.80,23.04
146,22.25,23.11,22.90,22.94
147,22.99,22.90,22.90,22.94
148,22.67,23.11,22.90,22.62
149,22.67,23.22,22.80,22.94
150,22.78,22.90,22.90,22.94
151,22.67,23.11,22.90,22.94
152,22.99,23.11,22.48,22.94
153,22.67,23.11,22.90,22.94
154,22.99,23.11,22.90,22.94
155,22.99,23.11,22.90,22.51
156,22.99,23.00,22.38,22.94
157,22.99,23.22,22.48,22.83
158,22.99,23.11,22.69,22.62
159,22.99,23.11,22.80,22.83
160,22.99,23.11,22.80,22.83
161,22.99,23.11,22.80,22.83
162,22.99,23.11,22.80,22.83
163,22.99,22.58,22.59,22.83
164,22.99,22.79,22.80,22.72
